State FIPS,Area Name,Occupation Code,Occupation Name,Base Year,Base,Projected Year,Projection,Change,Percent Change,Average Annual Openings
49,Utah,15-1134,Web Developers,2014,2120,2024,3290,1170,55.2,140
49,Utah,15-1141,Database Administrators,2014,920,2024,1270,350,38,50
49,Utah,15-1142,Network and Computer Systems Administrators,2014,3790,2024,5140,1350,35.5,180
49,Utah,15-1143,Computer Network Architects,2014,800,2024,1120,320,39.7,40
49,Utah,15-1151,Computer User Support Specialists,2014,7800,2024,11250,3450,44.2,450
49,Utah,15-1152,Computer Network Support Specialists,2014,1620,2024,2200,580,35.9,80
49,Utah,15-1199,"Computer Occupations, All Other",2014,2660,2024,3530,870,32.8,120
49,Utah,15-2011,Actuaries,2014,140,2024,190,50,30.1,10
49,Utah,15-2031,Operations Research Analysts,2014,660,2024,1060,400,59.6,50
49,Utah,15-2041,Statisticians,2014,150,2024,240,90,63.8,10
49,Utah,17-1011,"Architects, Except Landscape and Naval",2014,730,2024,920,190,26,30
49,Utah,17-1012,Landscape Architects,2014,290,2024,350,60,22,10
49,Utah,17-1021,Cartographers and Photogrammetrists,2014,180,2024,270,90,48.6,10
49,Utah,17-1022,Surveyors,2014,570,2024,640,70,12.4,30
49,Utah,17-2011,Aerospace Engineers,2014,600,2024,740,140,22.5,30
49,Utah,17-2021,Agricultural Engineers,2014,40,2024,50,10,20.9,0
49,Utah,17-2031,Biomedical Engineers,2014,440,2024,730,290,68,40
49,Utah,17-2041,Chemical Engineers,2014,310,2024,370,60,19.5,10
49,Utah,17-2051,Civil Engineers,2014,3150,2024,4090,940,29.7,180
49,Utah,17-2071,Electrical Engineers,2014,1460,2024,1790,330,22.7,60
49,Utah,17-2072,"Electronics Engineers, Except Computer",2014,1830,2024,2210,380,20.9,80
49,Utah,17-2081,Environmental Engineers,2014,380,2024,480,100,24,20
49,Utah,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2014,220,2024,280,60,27.8,10
49,Utah,17-2112,Industrial Engineers,2014,1840,2024,2440,600,32.8,110
49,Utah,17-2131,Materials Engineers,2014,400,2024,540,140,33.6,30
49,Utah,17-2141,Mechanical Engineers,2014,3210,2024,4240,1030,32.2,200
49,Utah,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",2014,190,2024,210,20,9.8,10
49,Utah,17-2171,Petroleum Engineers,2014,250,2024,290,40,17.7,10
49,Utah,17-2199,"Engineers, All Other",2014,580,2024,730,150,25.8,30
49,Utah,17-3011,Architectural and Civil Drafters,2014,1650,2024,1900,250,15.2,40
49,Utah,17-3012,Electrical and Electronics Drafters,2014,190,2024,210,20,14,0
49,Utah,17-3013,Mechanical Drafters,2014,620,2024,710,90,14.8,20
49,Utah,17-3019,"Drafters, All Other",2014,60,2024,80,20,27.9,0
49,Utah,17-3021,Aerospace Engineering and Operations Technicians,2014,90,2024,130,40,36.6,10
49,Utah,17-3022,Civil Engineering Technicians,2014,610,2024,770,160,26.7,30
49,Utah,17-3023,Electrical and Electronics Engineering Technicians,2014,1480,2024,1760,280,19.1,70
49,Utah,17-3024,Electro-Mechanical Technicians,2014,190,2024,240,50,28.2,10
49,Utah,17-3025,Environmental Engineering Technicians,2014,220,2024,270,50,21.9,10
49,Utah,17-3026,Industrial Engineering Technicians,2014,700,2024,880,180,26.3,30
49,Utah,17-3027,Mechanical Engineering Technicians,2014,420,2024,540,120,28.4,20
49,Utah,17-3029,"Engineering Technicians, Except Drafters, All Other",2014,780,2024,1000,220,27.6,40
49,Utah,17-3031,Surveying and Mapping Technicians,2014,390,2024,410,20,6,10
49,Utah,19-1012,Food Scientists and Technologists,2014,90,2024,110,20,24.4,10
49,Utah,19-1013,Soil and Plant Scientists,2014,60,2024,70,10,15.8,0
49,Utah,19-1021,Biochemists and Biophysicists,2014,230,2024,320,90,39.9,20
49,Utah,19-1022,Microbiologists,2014,170,2024,220,50,27.6,10
49,Utah,19-1023,Zoologists and Wildlife Biologists,2014,260,2024,290,30,10.3,10
49,Utah,19-1029,"Biological Scientists, All Other",2014,210,2024,240,30,11.9,10
49,Utah,19-1031,Conservation Scientists,2014,240,2024,280,40,16.9,20
49,Utah,19-1032,Foresters,2014,80,2024,90,10,12.3,0
49,Utah,19-1042,"Medical Scientists, Except Epidemiologists",2014,560,2024,770,210,37.7,40
49,Utah,19-2021,Atmospheric and Space Scientists,2014,110,2024,170,60,60.7,10
49,Utah,19-2031,Chemists,2014,740,2024,930,190,25.8,30
49,Utah,19-2032,Materials Scientists,2014,60,2024,70,10,30.4,0
49,Utah,19-2041,"Environmental Scientists and Specialists, Including Health",2014,630,2024,760,130,20.2,30
49,Utah,19-2042,"Geoscientists, Except Hydrologists and Geographers",2014,230,2024,260,30,10.3,10
49,Utah,19-2043,Hydrologists,2014,90,2024,130,40,42.9,10
49,Utah,19-2099,"Physical Scientists, All Other",2014,90,2024,90,0,2.2,0
49,Utah,19-3011,Economists,2014,60,2024,70,10,14.3,0
49,Utah,19-3022,Survey Researchers,2014,110,2024,160,50,51.9,10
49,Utah,19-3031,"Clinical, Counseling, and School Psychologists",2014,1870,2024,2570,700,37.3,110
49,Utah,19-3039,"Psychologists, All Other",2014,60,2024,70,10,12.9,0
49,Utah,19-3051,Urban and Regional Planners,2014,460,2024,560,100,21.6,20
49,Utah,19-3091,Anthropologists and Archeologists,2014,90,2024,110,20,23.5,0
49,Utah,19-3099,"Social Scientists and Related Workers, All Other",2014,160,2024,260,100,61,10
49,Utah,19-4011,Agricultural and Food Science Technicians,2014,130,2024,160,30,27.8,10
49,Utah,19-4021,Biological Technicians,2014,570,2024,730,160,27.6,30
49,Utah,19-4031,Chemical Technicians,2014,860,2024,1120,260,30.1,50
49,Utah,19-4041,Geological and Petroleum Technicians,2014,230,2024,260,30,13.7,10
49,Utah,19-4061,Social Science Research Assistants,2014,240,2024,330,90,36.1,20
49,Utah,19-4091,"Environmental Science and Protection Technicians, Including Health",2014,280,2024,380,100,37.4,20
49,Utah,19-4092,Forensic Science Technicians,2014,140,2024,190,50,35.7,10
49,Utah,19-4093,Forest and Conservation Technicians,2014,1120,2024,1140,20,1.8,50
49,Utah,19-4099,"Life, Physical, and Social Science Technicians, All Other",2014,280,2024,390,110,39.8,20
49,Utah,21-1011,Substance Abuse and Behavioral Disorder Counselors,2014,840,2024,1200,360,42.3,50
49,Utah,21-1012,"Educational, Guidance, School, and Vocational Counselors",2014,2830,2024,3620,790,27.9,140
49,Utah,21-1013,Marriage and Family Therapists,2014,260,2024,350,90,36.2,10
49,Utah,21-1014,Mental Health Counselors,2014,1190,2024,1620,430,35.8,70
49,Utah,21-1015,Rehabilitation Counselors,2014,720,2024,890,170,23.2,30
49,Utah,21-1019,"Counselors, All Other",2014,480,2024,510,30,7.8,10
49,Utah,21-1021,"Child, Family, and School Social Workers",2014,2040,2024,2630,590,29.2,110
49,Utah,21-1022,Healthcare Social Workers,2014,1180,2024,1610,430,36.8,70
49,Utah,21-1023,Mental Health and Substance Abuse Social Workers,2014,1470,2024,2070,600,40.4,90
49,Utah,21-1029,"Social Workers, All Other",2014,420,2024,450,30,5.4,10
49,Utah,21-1091,Health Educators,2014,410,2024,520,110,29.1,20
49,Utah,21-1092,Probation Officers and Correctional Treatment Specialists,2014,530,2024,570,40,6.8,10
49,Utah,21-1093,Social and Human Service Assistants,2014,5700,2024,7410,1710,29.9,290
49,Utah,21-1094,Community Health Workers,2014,610,2024,740,130,20.1,20
49,Utah,21-1099,"Community and Social Service Specialists, All Other",2014,370,2024,440,70,19.4,10
49,Utah,21-2011,Clergy,2014,710,2024,810,100,14.1,20
49,Utah,23-1011,Lawyers,2014,5310,2024,6360,1050,19.8,180
49,Utah,23-1012,Judicial Law Clerks,2014,380,2024,360,-20,-4.7,10
49,Utah,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",2014,150,2024,160,10,6.1,0
49,Utah,23-1023,"Judges, Magistrate Judges, and Magistrates",2014,110,2024,130,20,19.8,0
49,Utah,23-2011,Paralegals and Legal Assistants,2014,2570,2024,3080,510,19.7,110
49,Utah,23-2093,"Title Examiners, Abstractors, and Searchers",2014,630,2024,750,120,19,20
49,Utah,25-1011,"Business Teachers, Postsecondary",2014,960,2024,1260,300,32.2,50
49,Utah,25-1021,"Computer Science Teachers, Postsecondary",2014,710,2024,930,220,31.1,30
49,Utah,25-1022,"Mathematical Science Teachers, Postsecondary",2014,560,2024,760,200,36.7,30
49,Utah,25-1031,"Architecture Teachers, Postsecondary",2014,80,2024,110,30,36.1,0
49,Utah,25-1032,"Engineering Teachers, Postsecondary",2014,510,2024,710,200,39.4,30
49,Utah,25-1041,"Agricultural Sciences Teachers, Postsecondary",2014,160,2024,190,30,19.9,10
49,Utah,25-1042,"Biological Science Teachers, Postsecondary",2014,660,2024,920,260,39.7,40
49,Utah,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2014,190,2024,250,60,31.1,10
49,Utah,25-1052,"Chemistry Teachers, Postsecondary",2014,220,2024,310,90,44.7,10
49,Utah,25-1053,"Environmental Science Teachers, Postsecondary",2014,100,2024,130,30,30.3,0
49,Utah,25-1054,"Physics Teachers, Postsecondary",2014,180,2024,250,70,40.4,10
49,Utah,25-1061,"Anthropology and Archeology Teachers, Postsecondary",2014,60,2024,80,20,36.7,0
49,Utah,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2014,30,2024,40,10,44.8,0
49,Utah,25-1063,"Economics Teachers, Postsecondary",2014,170,2024,220,50,30,10
49,Utah,25-1064,"Geography Teachers, Postsecondary",2014,60,2024,80,20,36.1,0
49,Utah,25-1065,"Political Science Teachers, Postsecondary",2014,160,2024,210,50,34,10
49,Utah,25-1066,"Psychology Teachers, Postsecondary",2014,360,2024,500,140,41.2,20
49,Utah,25-1067,"Sociology Teachers, Postsecondary",2014,150,2024,210,60,35.5,10
49,Utah,25-1069,"Social Sciences Teachers, Postsecondary, All Other",2014,110,2024,160,50,44.2,10
49,Utah,25-1071,"Health Specialties Teachers, Postsecondary",2014,2370,2024,3710,1340,56.7,180
49,Utah,25-1072,"Nursing Instructors and Teachers, Postsecondary",2014,580,2024,860,280,48,40
49,Utah,25-1081,"Education Teachers, Postsecondary",2014,530,2024,720,190,34.3,30
49,Utah,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2014,290,2024,450,160,55.6,20
49,Utah,25-1112,"Law Teachers, Postsecondary",2014,220,2024,320,100,49.3,10
49,Utah,25-1113,"Social Work Teachers, Postsecondary",2014,190,2024,280,90,43.2,10
49,Utah,25-1121,"Art, Drama, and Music Teachers, Postsecondary",2014,1300,2024,1750,450,34.3,70
49,Utah,25-1122,"Communications Teachers, Postsecondary",2014,410,2024,540,130,33,20
49,Utah,25-1123,"English Language and Literature Teachers, Postsecondary",2014,840,2024,1110,270,31.6,40
49,Utah,25-1124,"Foreign Language and Literature Teachers, Postsecondary",2014,350,2024,440,90,28.1,10
49,Utah,25-1125,"History Teachers, Postsecondary",2014,240,2024,320,80,32.5,10
49,Utah,25-1126,"Philosophy and Religion Teachers, Postsecondary",2014,850,2024,1000,150,18.7,30
49,Utah,25-1191,Graduate Teaching Assistants,2014,590,2024,810,220,38.2,30
49,Utah,25-1192,"Home Economics Teachers, Postsecondary",2014,150,2024,170,20,7.1,0
49,Utah,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",2014,440,2024,600,160,34.9,20
49,Utah,25-1194,"Vocational Education Teachers, Postsecondary",2014,2280,2024,2980,700,30.6,110
49,Utah,25-1199,"Postsecondary Teachers, All Other",2014,1040,2024,1450,410,40.2,60
49,Utah,25-2011,"Preschool Teachers, Except Special Education",2014,1410,2024,1830,420,29.8,80
49,Utah,25-2012,"Kindergarten Teachers, Except Special Education",2014,630,2024,760,130,21,30
49,Utah,25-2021,"Elementary School Teachers, Except Special Education",2014,14360,2024,17420,3060,21.3,620
49,Utah,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2014,5020,2024,6050,1030,20.5,210
49,Utah,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2014,7890,2024,9570,1680,21.3,360
49,Utah,25-2032,"Career/Technical Education Teachers, Secondary School",2014,330,2024,370,40,14.1,10
49,Utah,25-2052,"Special Education Teachers, Kindergarten and Elementary School",2014,1800,2024,2170,370,20.7,70
49,Utah,25-2053,"Special Education Teachers, Middle School",2014,600,2024,730,130,21.1,20
49,Utah,25-2054,"Special Education Teachers, Secondary School",2014,810,2024,970,160,20.5,30
49,Utah,25-2059,"Special Education Teachers, All Other",2014,170,2024,200,30,22.4,10
49,Utah,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,2014,530,2024,660,130,25.5,20
49,Utah,25-3021,Self-Enrichment Education Teachers,2014,3910,2024,5470,1560,39.8,230
49,Utah,25-3099,"Teachers and Instructors, All Other",2014,11140,2024,14500,3360,30.2,550
49,Utah,25-4011,Archivists,2014,50,2024,60,10,14.6,0
49,Utah,25-4012,Curators,2014,130,2024,160,30,26,10
49,Utah,25-4013,Museum Technicians and Conservators,2014,60,2024,80,20,23,0
49,Utah,25-4021,Librarians,2014,860,2024,1040,180,21,30
49,Utah,25-4031,Library Technicians,2014,580,2024,720,140,23.7,40
49,Utah,25-9011,Audio-Visual and Multimedia Collections Specialists,2014,460,2024,560,100,21.4,10
49,Utah,25-9031,Instructional Coordinators,2014,1340,2024,1700,360,26.7,50
49,Utah,25-9041,Teacher Assistants,2014,12130,2024,14740,2610,21.5,550
49,Utah,27-1011,Art Directors,2014,530,2024,660,130,24.3,20
49,Utah,27-1012,Craft Artists,2014,200,2024,240,40,20.5,10
49,Utah,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",2014,520,2024,660,140,28.2,30
49,Utah,27-1014,Multimedia Artists and Animators,2014,310,2024,390,80,28.3,20
49,Utah,27-1021,Commercial and Industrial Designers,2014,280,2024,360,80,25.8,10
49,Utah,27-1022,Fashion Designers,2014,70,2024,90,20,34.8,0
49,Utah,27-1023,Floral Designers,2014,780,2024,940,160,19.5,40
49,Utah,27-1024,Graphic Designers,2014,3120,2024,4040,920,29.4,170
49,Utah,27-1025,Interior Designers,2014,570,2024,740,170,29.4,30
49,Utah,27-1026,Merchandise Displayers and Window Trimmers,2014,620,2024,720,100,15.4,20
49,Utah,27-1027,Set and Exhibit Designers,2014,60,2024,90,30,34.9,0
49,Utah,27-2011,Actors,2014,710,2024,890,180,25.2,50
49,Utah,27-2012,Producers and Directors,2014,820,2024,1010,190,22.4,40
49,Utah,27-2021,Athletes and Sports Competitors,2014,190,2024,250,60,34.6,10
49,Utah,27-2022,Coaches and Scouts,2014,2480,2024,3120,640,25.8,150
49,Utah,27-2023,"Umpires, Referees, and Other Sports Officials",2014,560,2024,710,150,28.2,30
49,Utah,27-2031,Dancers,2014,360,2024,490,130,37,20
49,Utah,27-2032,Choreographers,2014,20,2024,30,10,22.7,0
49,Utah,27-2041,Music Directors and Composers,2014,290,2024,350,60,23,10
49,Utah,27-2042,Musicians and Singers,2014,380,2024,510,130,36.2,20
49,Utah,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",2014,280,2024,380,100,35.8,20
49,Utah,27-3011,Radio and Television Announcers,2014,340,2024,310,-30,-8,10
49,Utah,27-3012,Public Address System and Other Announcers,2014,40,2024,40,0,16.7,0
49,Utah,27-3021,Broadcast News Analysts,2014,70,2024,70,0,-2.8,0
49,Utah,27-3022,Reporters and Correspondents,2014,440,2024,400,-40,-8,10
49,Utah,27-3031,Public Relations Specialists,2014,1830,2024,2310,480,26,70
49,Utah,27-3041,Editors,2014,1030,2024,1200,170,16.6,60
49,Utah,27-3042,Technical Writers,2014,660,2024,920,260,40.4,40
49,Utah,27-3043,Writers and Authors,2014,1780,2024,2230,450,25.4,70
49,Utah,27-3091,Interpreters and Translators,2014,1080,2024,1670,590,54.7,80
49,Utah,27-4011,Audio and Video Equipment Technicians,2014,950,2024,1290,340,36.4,50
49,Utah,27-4012,Broadcast Technicians,2014,150,2024,160,10,6.1,0
49,Utah,27-4014,Sound Engineering Technicians,2014,230,2024,310,80,34.2,10
49,Utah,27-4021,Photographers,2014,1130,2024,1500,370,32.8,60
49,Utah,27-4031,"Camera Operators, Television, Video, and Motion Picture",2014,300,2024,320,20,8.4,0
49,Utah,27-4032,Film and Video Editors,2014,240,2024,320,80,32.8,10
49,Utah,29-1011,Chiropractors,2014,450,2024,560,110,26.2,20
49,Utah,29-1021,"Dentists, General",2014,1480,2024,1940,460,31.5,80
49,Utah,29-1031,Dietitians and Nutritionists,2014,640,2024,850,210,32.2,20
49,Utah,29-1041,Optometrists,2014,420,2024,570,150,36.5,30
49,Utah,29-1051,Pharmacists,2014,2370,2024,2900,530,22.3,110
49,Utah,29-1061,Anesthesiologists,2014,330,2024,430,100,29.1,20
49,Utah,29-1062,Family and General Practitioners,2014,1540,2024,1900,360,23.5,80
49,Utah,29-1063,"Internists, General",2014,560,2024,660,100,18.6,30
49,Utah,29-1064,Obstetricians and Gynecologists,2014,270,2024,350,80,30.8,20
49,Utah,29-1065,"Pediatricians, General",2014,290,2024,330,40,14,10
49,Utah,29-1066,Psychiatrists,2014,230,2024,300,70,27.8,10
49,Utah,29-1069,"Physicians and Surgeons, All Other",2014,1620,2024,1990,370,23.1,80
49,Utah,29-1071,Physician Assistants,2014,1030,2024,1450,420,41.7,60
49,Utah,29-1081,Podiatrists,2014,150,2024,170,20,20,10
49,Utah,29-1122,Occupational Therapists,2014,680,2024,900,220,32.7,30
49,Utah,29-1123,Physical Therapists,2014,1550,2024,2190,640,41.6,110
49,Utah,29-1124,Radiation Therapists,2014,110,2024,140,30,27.9,10
49,Utah,29-1125,Recreational Therapists,2014,280,2024,350,70,23.1,10
49,Utah,29-1126,Respiratory Therapists,2014,870,2024,1140,270,30.9,50
49,Utah,29-1127,Speech-Language Pathologists,2014,1070,2024,1360,290,27.5,50
49,Utah,29-1128,Exercise Physiologists,2014,170,2024,210,40,26.5,10
49,Utah,29-1131,Veterinarians,2014,380,2024,590,210,54.6,30
49,Utah,29-1141,Registered Nurses,2014,20480,2024,27150,6670,32.6,1150
49,Utah,29-1151,Nurse Anesthetists,2014,100,2024,140,40,38.5,10
49,Utah,29-1161,Nurse Midwives,2014,90,2024,130,40,48.3,10
49,Utah,29-1171,Nurse Practitioners,2014,1540,2024,2250,710,46,110
49,Utah,29-1181,Audiologists,2014,190,2024,260,70,38.9,10
49,Utah,29-1199,"Health Diagnosing and Treating Practitioners, All Other",2014,120,2024,140,20,16.4,0
49,Utah,29-2011,Medical and Clinical Laboratory Technologists,2014,2330,2024,3200,870,37.1,140
49,Utah,29-2012,Medical and Clinical Laboratory Technicians,2014,2100,2024,2890,790,37.5,130
49,Utah,29-2021,Dental Hygienists,2014,2490,2024,3240,750,30.3,120
49,Utah,29-2031,Cardiovascular Technologists and Technicians,2014,270,2024,400,130,47.8,20
49,Utah,29-2032,Diagnostic Medical Sonographers,2014,540,2024,780,240,44.3,30
49,Utah,29-2033,Nuclear Medicine Technologists,2014,120,2024,150,30,17.7,0
49,Utah,29-2034,Radiologic Technologists,2014,1560,2024,1910,350,22.5,60
49,Utah,29-2035,Magnetic Resonance Imaging Technologists,2014,230,2024,290,60,22.7,10
49,Utah,29-2041,Emergency Medical Technicians and Paramedics,2014,2390,2024,3190,800,33.6,120
49,Utah,29-2051,Dietetic Technicians,2014,500,2024,640,140,27.5,20
49,Utah,29-2052,Pharmacy Technicians,2014,3520,2024,4590,1070,30.4,140
49,Utah,29-2053,Psychiatric Technicians,2014,700,2024,870,170,24.5,30
49,Utah,29-2055,Surgical Technologists,2014,1220,2024,1650,430,35.4,50
49,Utah,29-2056,Veterinary Technologists and Technicians,2014,830,2024,1490,660,78.6,70
49,Utah,29-2057,Ophthalmic Medical Technicians,2014,310,2024,400,90,29.4,10
49,Utah,29-2061,Licensed Practical and Licensed Vocational Nurses,2014,1870,2024,2270,400,21.4,90
49,Utah,29-2071,Medical Records and Health Information Technicians,2014,1620,2024,2140,520,31.9,90
49,Utah,29-2081,"Opticians, Dispensing",2014,590,2024,780,190,32.7,40
49,Utah,29-2091,Orthotists and Prosthetists,2014,110,2024,170,60,55.5,10
49,Utah,29-2099,"Health Technologists and Technicians, All Other",2014,580,2024,810,230,39.4,30
49,Utah,29-9011,Occupational Health and Safety Specialists,2014,770,2024,930,160,20.7,30
49,Utah,29-9012,Occupational Health and Safety Technicians,2014,150,2024,200,50,29.2,10
49,Utah,29-9091,Athletic Trainers,2014,140,2024,200,60,39.3,10
49,Utah,29-9092,Genetic Counselors,2014,50,2024,70,20,51,0
49,Utah,29-9099,"Healthcare Practitioners and Technical Workers, All Other",2014,540,2024,690,150,29.7,30
49,Utah,31-1011,Home Health Aides,2014,2890,2024,4170,1280,44.3,200
49,Utah,31-1014,Nursing Assistants,2014,10900,2024,14540,3640,33.3,610
49,Utah,31-2011,Occupational Therapy Assistants,2014,80,2024,110,30,29.3,0
49,Utah,31-2012,Occupational Therapy Aides,2014,110,2024,150,40,38.2,10
49,Utah,31-2021,Physical Therapist Assistants,2014,520,2024,770,250,49,40
49,Utah,31-2022,Physical Therapist Aides,2014,710,2024,1040,330,47.7,50
49,Utah,31-9011,Massage Therapists,2014,2220,2024,3130,910,40.9,110
49,Utah,31-9091,Dental Assistants,2014,4730,2024,6150,1420,29.9,260
49,Utah,31-9092,Medical Assistants,2014,7310,2024,9610,2300,31.4,380
49,Utah,31-9093,Medical Equipment Preparers,2014,400,2024,550,150,37.6,20
49,Utah,31-9094,Medical Transcriptionists,2014,390,2024,450,60,16.9,20
49,Utah,31-9095,Pharmacy Aides,2014,280,2024,330,50,17.1,10
49,Utah,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,2014,320,2024,510,190,58.6,20
49,Utah,31-9097,Phlebotomists,2014,1130,2024,1600,470,41.2,70
49,Utah,31-9099,"Healthcare Support Workers, All Other",2014,620,2024,930,310,48.9,40
49,Utah,33-1011,First-Line Supervisors of Correctional Officers,2014,280,2024,320,40,12.1,10
49,Utah,33-1012,First-Line Supervisors of Police and Detectives,2014,950,2024,1140,190,19.9,50
49,Utah,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,2014,600,2024,740,140,22.7,40
49,Utah,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",2014,390,2024,460,70,20.5,20
49,Utah,33-2011,Firefighters,2014,2720,2024,3350,630,23,140
49,Utah,33-3011,Bailiffs,2014,110,2024,140,30,24.3,10
49,Utah,33-3012,Correctional Officers and Jailers,2014,2050,2024,2300,250,12.2,80
49,Utah,33-3021,Detectives and Criminal Investigators,2014,340,2024,370,30,10.4,10
49,Utah,33-3041,Parking Enforcement Workers,2014,90,2024,90,0,-5.4,0
49,Utah,33-3051,Police and Sheriff's Patrol Officers,2014,4300,2024,5240,940,21.9,240
49,Utah,33-9011,Animal Control Workers,2014,190,2024,230,40,19.6,10
49,Utah,33-9021,Private Detectives and Investigators,2014,90,2024,110,20,19.1,0
49,Utah,33-9032,Security Guards,2014,5770,2024,7210,1440,24.8,230
49,Utah,33-9091,Crossing Guards,2014,1530,2024,1900,370,24.3,70
49,Utah,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2014,1830,2024,2280,450,24.5,70
49,Utah,33-9093,Transportation Security Screeners,2014,320,2024,320,0,-0.6,0
49,Utah,33-9099,"Protective Service Workers, All Other",2014,620,2024,740,120,19.6,20
49,Utah,35-1011,Chefs and Head Cooks,2014,1070,2024,1400,330,31,50
49,Utah,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,2014,7600,2024,10330,2730,35.9,500
49,Utah,35-2011,"Cooks, Fast Food",2014,3410,2024,3660,250,7.4,120
49,Utah,35-2012,"Cooks, Institution and Cafeteria",2014,3790,2024,4500,710,18.7,170
49,Utah,35-2014,"Cooks, Restaurant",2014,7530,2024,10650,3120,41.5,510
49,Utah,35-2015,"Cooks, Short Order",2014,450,2024,530,80,18.4,20
49,Utah,35-2021,Food Preparation Workers,2014,7740,2024,10080,2340,30.3,450
49,Utah,35-3011,Bartenders,2014,2370,2024,3090,720,30.5,160
49,Utah,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",2014,36940,2024,51290,14350,38.9,2630
49,Utah,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",2014,3180,2024,3980,800,25.1,270
49,Utah,35-3031,Waiters and Waitresses,2014,17460,2024,22170,4710,27,1310
49,Utah,35-3041,"Food Servers, Nonrestaurant",2014,1100,2024,1450,350,32,60
49,Utah,35-9021,Dishwashers,2014,3960,2024,4640,680,17.1,240
49,Utah,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2014,3340,2024,4310,970,29.3,340
49,Utah,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,2014,2060,2024,2570,510,24.4,90
49,Utah,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2014,1510,2024,1920,410,26.9,70
49,Utah,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2014,20750,2024,25620,4870,23.5,900
49,Utah,37-2012,Maids and Housekeeping Cleaners,2014,9550,2024,12020,2470,25.8,470
49,Utah,37-3011,Landscaping and Groundskeeping Workers,2014,12320,2024,15750,3430,27.8,570
49,Utah,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2014,270,2024,350,80,28,10
49,Utah,39-1021,First-Line Supervisors of Personal Service Workers,2014,1990,2024,2600,610,31,100
49,Utah,39-2011,Animal Trainers,2014,270,2024,350,80,29.4,20
49,Utah,39-2021,Nonfarm Animal Caretakers,2014,1730,2024,2350,620,35.7,100
49,Utah,39-3021,Motion Picture Projectionists,2014,70,2024,60,-10,-8.8,0
49,Utah,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",2014,1730,2024,2190,460,26.5,150
49,Utah,39-3091,Amusement and Recreation Attendants,2014,4560,2024,5840,1280,28,320
49,Utah,39-3092,Costume Attendants,2014,70,2024,100,30,37,10
49,Utah,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",2014,120,2024,150,30,26.2,10
49,Utah,39-4031,"Morticians, Undertakers, and Funeral Directors",2014,170,2024,210,40,24.2,0
49,Utah,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2014,4150,2024,5480,1330,31.9,240
49,Utah,39-5094,Skincare Specialists,2014,860,2024,1160,300,34.7,40
49,Utah,39-6011,Baggage Porters and Bellhops,2014,390,2024,490,100,25.7,20
49,Utah,39-6012,Concierges,2014,150,2024,190,40,28.4,10
49,Utah,39-7011,Tour Guides and Escorts,2014,880,2024,1080,200,22.8,50
49,Utah,39-9011,Childcare Workers,2014,7610,2024,9940,2330,30.6,460
49,Utah,39-9021,Personal Care Aides,2014,8430,2024,12190,3760,44.6,440
49,Utah,39-9031,Fitness Trainers and Aerobics Instructors,2014,3500,2024,4420,920,26.4,160
49,Utah,39-9032,Recreation Workers,2014,3650,2024,4790,1140,31.3,180
49,Utah,41-1011,First-Line Supervisors of Retail Sales Workers,2014,12240,2024,14430,2190,17.9,490
49,Utah,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2014,3200,2024,4070,870,27.4,120
49,Utah,41-2011,Cashiers,2014,28580,2024,32580,4000,14,1620
49,Utah,41-2021,Counter and Rental Clerks,2014,3270,2024,3940,670,20.2,150
49,Utah,41-2022,Parts Salespersons,2014,1990,2024,2510,520,26.1,100
49,Utah,41-2031,Retail Salespersons,2014,43050,2024,52460,9410,21.9,2430
49,Utah,41-3011,Advertising Sales Agents,2014,1220,2024,1430,210,17.5,60
49,Utah,41-3021,Insurance Sales Agents,2014,3790,2024,5040,1250,32.8,220
